,name,filename,cyclomatic_complexity,nloc,top_nesting_level,start_line
0,kbs,dangerfile.js,1,3,0,59
1,change,dangerfile.js,4,12,0,70
2,row,dangerfile.js,1,3,0,87
3,(anonymous),dangerfile.js,1,1,0,176
4,resultsMap.set,dangerfile.js,15,91,0,143
5,:,packages/use-subscription/src/useSubscription.js,1,2,0,26
6,(anonymous),packages/use-subscription/src/useSubscription.js,1,2,0,27
7,getCurrentValue,packages/use-subscription/src/useSubscription.js,1,2,0,36
8,(anonymous),packages/use-subscription/src/useSubscription.js,4,12,0,88
9,checkForUpdates,packages/use-subscription/src/useSubscription.js,2,7,0,73
10,(anonymous),packages/use-subscription/src/useSubscription.js,1,4,0,117
11,(anonymous),packages/use-subscription/src/useSubscription.js,1,7,0,70
12,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,23
13,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,11,0,21
14,createBehaviorSubject,packages/use-subscription/src/__tests__/useSubscription-test.js,2,7,0,36
15,createReplaySubject,packages/use-subscription/src/__tests__/useSubscription-test.js,2,7,0,44
16,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,53
17,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,65
18,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,63
19,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,62
20,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,62
21,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,76
22,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,85
23,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,87
24,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,91
25,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,92
26,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,13,0,62
27,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,97
28,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,109
29,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,7,0,106
30,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,117
31,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,115
32,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,106
33,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,105
34,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,128
35,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,135
36,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,142
37,Subscription,packages/use-subscription/src/__tests__/useSubscription-test.js,1,15,0,102
38,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,147
39,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,162
40,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,159
41,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,158
42,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,158
43,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,177
44,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,190
45,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,197
46,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,201
47,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,19,0,158
48,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,208
49,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,222
50,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,219
51,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,217
52,React.useCallback,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,217
53,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,236
54,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,249
55,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,255
56,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,259
57,React.useCallback,packages/use-subscription/src/__tests__/useSubscription-test.js,1,19,0,217
58,Grandchild,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,268
59,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,273
60,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,285
61,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,283
62,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,282
63,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,282
64,getDerivedStateFromProps,packages/use-subscription/src/__tests__/useSubscription-test.js,2,8,0,297
65,componentDidMount,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,307
66,componentDidUpdate,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,311
67,render,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,315
68,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,324
69,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,8,0,333
70,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,345
71,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,29,0,282
72,Grandchild,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,368
73,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,373
74,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,385
75,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,383
76,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,382
77,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,382
78,getDerivedStateFromProps,packages/use-subscription/src/__tests__/useSubscription-test.js,2,8,0,397
79,componentDidMount,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,407
80,componentDidUpdate,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,411
81,render,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,415
82,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,424
83,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,17,0,434
84,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,462
85,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,21,0,382
86,Child,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,468
87,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,478
88,source.getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,477
89,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,477
90,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,494
91,change,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,491
92,getValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,3,0,496
93,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,501
94,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,499
95,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,2,6,0,510
96,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,518
97,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,14,0,477
98,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,2,0,532
99,=>,packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,533
100,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,2,0,537
101,=>,packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,538
102,Subscription,packages/use-subscription/src/__tests__/useSubscription-test.js,2,9,0,541
103,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,6,0,552
104,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,560
105,=>,packages/use-subscription/src/__tests__/useSubscription-test.js,1,9,0,538
106,mutate,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,567
107,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,2,0,573
108,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,1,0,576
109,subscribe,packages/use-subscription/src/__tests__/useSubscription-test.js,1,4,0,574
110,Subscriber,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,580
111,(anonymous),packages/use-subscription/src/__tests__/useSubscription-test.js,1,23,0,586
112,getCurrentValue,packages/use-subscription/src/__tests__/useSubscription-test.js,1,5,0,573
113,message,packages/jest-react/src/JestReact.js,1,2,0,22
114,message,packages/jest-react/src/JestReact.js,1,4,0,22
115,assertYieldsWereCleared,packages/jest-react/src/JestReact.js,1,9,0,28
116,(anonymous),packages/jest-react/src/JestReact.js,1,3,0,72
117,unstable_toMatchRenderedOutput,packages/jest-react/src/JestReact.js,9,34,0,38
118,jsonChildToJSXChild,packages/jest-react/src/JestReact.js,5,19,0,77
119,jsonChildrenToJSXChildren,packages/jest-react/src/JestReact.js,9,24,0,97
120,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,74
121,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,80
122,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,81
123,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,82
124,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,84
125,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,85
126,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,164
127,refresh,packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,183
128,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,185
129,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,285
130,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,585
131,(anonymous),packages/react-debug-tools/src/ReactDebugHooks.js,1,1,0,635
132,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,17
133,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,24
134,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,13,0,23
135,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,41
136,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,46
137,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,2,22,0,40
138,effect,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,1,0,71
139,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,72
140,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,9,0,77
141,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,52,0,70
142,effect,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,1,0,136
143,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,1,0,138
144,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,137
145,useBar,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,142
146,useBaz,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,147
147,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,9,0,152
148,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,84,0,135
149,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,242
150,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,14,0,240
151,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,259
152,current,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,269
153,current,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,273
154,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,3,0,280
155,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,3,0,279
156,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,24,0,258
157,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,301
158,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,5,0,300
159,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,1,0,311
160,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,310
161,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,314
162,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,2,22,0,309
163,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,4,0,299
164,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.js,1,10,0,16
165,inject,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,5,0,25
166,onCommitFiberRoot,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,31
167,onCommitFiberUnmount,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,32
168,onCommitFiberUnmount,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,9,0,32
169,MyComponent,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,5,0,48
170,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,74
171,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,74
172,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,28,0,45
173,reducer,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,8,0,86
174,MyComponent,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,9,0,96
175,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,126
176,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,30,0,83
177,useCustomHook,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,7,0,141
178,MyComponent,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,4,0,149
179,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,174
180,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,174
181,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,30,0,137
182,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,186
183,MyComponent,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,3,0,189
184,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,207
185,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,214
186,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,219
187,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,1,0,224
188,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,1,0,227
189,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,3,37,0,183
190,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,238
191,MyComponent,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,3,0,241
192,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,264
193,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,272
194,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,1,0,277
195,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,1,0,282
196,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,2,1,0,285
197,(anonymous),packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,3,41,0,235
198,onCommitFiberRoot,packages/react-debug-tools/src/__tests__/ReactDevToolsHooksIntegration-test.js,1,8,0,31
199,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,8,0,20
200,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,9,0,31
201,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,66
202,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,88
203,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,65,0,29
204,effect,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,113
205,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,116
206,Instance,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,126
207,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,124
208,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,131
209,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,134
210,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,137
211,update,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,133
212,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,20,0,114
213,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,150
214,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,117,0,111
215,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,273
216,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,20,0,271
217,obj,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,296
218,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,298
219,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,297
220,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,17,0,295
221,InnerFoo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,318
222,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,16,0,317
223,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,339
224,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,343
225,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,24,0,338
226,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,373
227,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,371
228,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,22,0,370
229,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,403
230,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,7,0,399
231,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,22,0,398
232,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,431
233,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,429
234,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,18,0,428
235,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,459
236,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,457
237,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,21,0,456
238,useLabeledValue,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,489
239,useAnonymous,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,494
240,Example,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,7,0,498
241,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,3,62,0,488
242,useInner,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,565
243,useOuter,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,569
244,Example,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,573
245,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,3,33,0,564
246,useMultiLabelCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,6,0,608
247,useSingleLabelCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,614
248,Example,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,6,0,618
249,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,4,55,0,607
250,Example,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,677
251,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,7,0,676
252,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,689
253,useCustom,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,688
254,Example,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,692
255,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,2,24,0,687
256,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,7,0,487
257,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,722
258,fakeImport,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,730
259,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,734
260,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,27,0,719
261,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,760
262,current,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,770
263,current,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,4,0,774
264,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,3,0,782
265,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,25,0,759
266,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,810
267,incrementCount,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,810
268,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,6,0,806
269,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,35,0,801
270,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,851
271,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,856
272,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,1,0,858
273,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,6,0,855
274,Foo,packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,24,0,852
275,(anonymous),packages/react-debug-tools/src/__tests__/ReactHooksInspectionIntegration-test.js,1,5,0,850
276,preProcess,packages/react-devtools-extensions/build.js,1,5,0,16
277,(anonymous),packages/react-devtools-extensions/build.js,1,1,0,60
278,(anonymous),packages/react-devtools-extensions/build.js,1,1,0,80
279,(anonymous),packages/react-devtools-extensions/build.js,1,1,0,83
280,(anonymous),packages/react-devtools-extensions/build.js,1,8,0,77
281,build,packages/react-devtools-extensions/build.js,2,47,0,22
282,postProcess,packages/react-devtools-extensions/build.js,1,9,0,87
283,main,packages/react-devtools-extensions/build.js,2,17,0,98
284,main,packages/react-devtools-extensions/deploy.js,2,38,0,9
285,getGitCommit,packages/react-devtools-extensions/utils.js,2,9,0,14
286,getVersionString,packages/react-devtools-extensions/utils.js,1,9,0,26
287,sayHelloToBackend,packages/react-devtools-extensions/src/contentScript.js,1,9,0,8
288,handleMessageFromDevtools,packages/react-devtools-extensions/src/contentScript.js,1,9,0,18
289,handleMessageFromPage,packages/react-devtools-extensions/src/contentScript.js,4,10,0,28
290,handleDisconnect,packages/react-devtools-extensions/src/contentScript.js,1,14,0,40
291,(anonymous),packages/react-devtools-extensions/src/contentScript.js,3,7,0,72
292,welcome,packages/react-devtools-extensions/src/backend.js,3,10,0,9
293,listener,packages/react-devtools-extensions/src/backend.js,5,11,0,37
294,(anonymous),packages/react-devtools-extensions/src/backend.js,1,3,0,49
295,listen,packages/react-devtools-extensions/src/backend.js,1,5,0,36
296,setupNativeStyleEditor,packages/react-devtools-extensions/src/backend.js,1,6,0,80
297,injectCode,packages/react-devtools-extensions/src/injectGlobalHook.js,1,6,0,8
298,(anonymous),packages/react-devtools-extensions/src/injectGlobalHook.js,5,17,0,26
299,(anonymous),packages/react-devtools-extensions/src/injectGlobalHook.js,3,6,0,48
300,(anonymous),packages/react-devtools-extensions/src/injectGlobalHook.js,1,3,0,81
301,(anonymous),packages/react-devtools-extensions/src/injectGlobalHook.js,1,1,0,109
302,(anonymous),packages/react-devtools-extensions/src/injectGlobalHook.js,1,5,0,104
303,window.injectStyles,packages/react-devtools-extensions/src/panel.js,3,9,0,8
304,get,packages/react-devtools-extensions/src/renderer.js,1,3,0,22
305,(anonymous),packages/react-devtools-extensions/src/background.js,5,22,0,9
306,(anonymous),packages/react-devtools-extensions/src/background.js,1,1,0,42
307,installContentScript,packages/react-devtools-extensions/src/background.js,1,7,0,38
