,name,filename,cyclomatic_complexity,nloc,top_nesting_level,start_line
0,ParallelPerf::apply,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,4,1,52
1,ParallelPerf::setup,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,27,1,58
2,ParallelPerf::subscribe,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,5,1,92
3,ParallelPerf::flatMap,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,3,1,99
4,ParallelPerf::groupBy,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,3,1,104
5,ParallelPerf::parallel,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,1,3,1,109
6,ObservableSwitchMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,7,23,1,42
7,ObservableSwitchMapSinglePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,1,3,1,71
8,ObservableSwitchMapSinglePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,1,3,1,76
9,ObservableSwitchMapSinglePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,1,3,1,81
10,FlowableFlatMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,7,23,1,43
11,FlowableFlatMapMaybePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,1,3,1,72
12,FlowableFlatMapMaybePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,1,3,1,77
13,FlowableFlatMapMaybePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,1,3,1,82
14,ObservableFlatMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,7,23,1,42
15,ObservableFlatMapMaybeEmptyPerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,1,3,1,71
16,ObservableFlatMapMaybeEmptyPerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,1,3,1,76
17,ObservableFlatMapMaybeEmptyPerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,1,3,1,81
18,ObservableFlatMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,5,23,1,42
19,ObservableFlatMapCompletablePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,1,3,1,71
20,ObservableFlatMapCompletablePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,1,3,1,76
21,ObservableFlatMapCompletablePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,1,3,1,81
22,ObservableFlatMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,7,23,1,42
23,ObservableFlatMapMaybePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,1,3,1,71
24,ObservableFlatMapMaybePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,1,3,1,76
25,ObservableFlatMapMaybePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,1,3,1,81
26,FlowableConcatMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,5,23,1,43
27,FlowableConcatMapCompletablePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,1,3,1,72
28,FlowableConcatMapCompletablePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,1,3,1,77
29,FlowableConcatMapCompletablePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,1,3,1,82
30,ObservableSwitchMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,5,23,1,42
31,ObservableSwitchMapCompletablePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,1,3,1,71
32,ObservableSwitchMapCompletablePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,1,3,1,76
33,ObservableSwitchMapCompletablePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,1,3,1,81
34,ObservableConcatMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,7,23,1,42
35,ObservableConcatMapMaybePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,1,3,1,71
36,ObservableConcatMapMaybePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,1,3,1,76
37,ObservableConcatMapMaybePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,1,3,1,81
38,ObservableFlatMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,7,23,1,42
39,ObservableFlatMapSinglePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,1,3,1,71
40,ObservableFlatMapSinglePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,1,3,1,76
41,ObservableFlatMapSinglePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,1,3,1,81
42,FlowableFlatMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,5,23,1,43
43,FlowableFlatMapCompletablePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,1,3,1,72
44,FlowableFlatMapCompletablePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,1,3,1,77
45,FlowableFlatMapCompletablePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,1,3,1,82
46,FlowableConcatMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,7,23,1,43
47,FlowableConcatMapMaybePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,1,3,1,72
48,FlowableConcatMapMaybePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,1,3,1,77
49,FlowableConcatMapMaybePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,1,3,1,82
50,FlowableSwitchMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,7,23,1,43
51,FlowableSwitchMapMaybeEmptyPerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,1,3,1,72
52,FlowableSwitchMapMaybeEmptyPerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,1,3,1,77
53,FlowableSwitchMapMaybeEmptyPerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,1,3,1,82
54,ObservableSwitchMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,7,23,1,42
55,ObservableSwitchMapMaybePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,1,3,1,71
56,ObservableSwitchMapMaybePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,1,3,1,76
57,ObservableSwitchMapMaybePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,1,3,1,81
58,ObservableConcatMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,5,23,1,42
59,ObservableConcatMapCompletablePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,1,3,1,71
60,ObservableConcatMapCompletablePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,1,3,1,76
61,ObservableConcatMapCompletablePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,1,3,1,81
62,ObservableSwitchMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,7,23,1,42
63,ObservableSwitchMapMaybeEmptyPerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,1,3,1,71
64,ObservableSwitchMapMaybeEmptyPerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,1,3,1,76
65,ObservableSwitchMapMaybeEmptyPerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,1,3,1,81
66,FlowableSwitchMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,7,23,1,43
67,FlowableSwitchMapSinglePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,1,3,1,72
68,FlowableSwitchMapSinglePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,1,3,1,77
69,FlowableSwitchMapSinglePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,1,3,1,82
70,ObservableConcatMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,7,23,1,42
71,ObservableConcatMapMaybeEmptyPerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,1,3,1,71
72,ObservableConcatMapMaybeEmptyPerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,1,3,1,76
73,ObservableConcatMapMaybeEmptyPerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,1,3,1,81
74,ObservableConcatMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,7,23,1,42
75,ObservableConcatMapSinglePerf::observablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,1,3,1,71
76,ObservableConcatMapSinglePerf::observableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,1,3,1,76
77,ObservableConcatMapSinglePerf::observableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,1,3,1,81
78,FlowableSwitchMapCompletablePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,5,23,1,43
79,FlowableSwitchMapCompletablePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,1,3,1,72
80,FlowableSwitchMapCompletablePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,1,3,1,77
81,FlowableSwitchMapCompletablePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,1,3,1,82
82,FlowableSwitchMapMaybePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,7,23,1,43
83,FlowableSwitchMapMaybePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,1,3,1,72
84,FlowableSwitchMapMaybePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,1,3,1,77
85,FlowableSwitchMapMaybePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,1,3,1,82
86,FlowableFlatMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,7,23,1,43
87,FlowableFlatMapSinglePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,1,3,1,72
88,FlowableFlatMapSinglePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,1,3,1,77
89,FlowableFlatMapSinglePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,1,3,1,82
90,FlowableConcatMapSinglePerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,7,23,1,43
91,FlowableConcatMapSinglePerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,1,3,1,72
92,FlowableConcatMapSinglePerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,1,3,1,77
93,FlowableConcatMapSinglePerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,1,3,1,82
94,FlowableFlatMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,7,23,1,43
95,FlowableFlatMapMaybeEmptyPerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,1,3,1,72
96,FlowableFlatMapMaybeEmptyPerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,1,3,1,77
97,FlowableFlatMapMaybeEmptyPerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,1,3,1,82
98,FlowableConcatMapMaybeEmptyPerf::setup,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,7,23,1,43
99,FlowableConcatMapMaybeEmptyPerf::flowablePlain,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,1,3,1,72
100,FlowableConcatMapMaybeEmptyPerf::flowableConvert,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,1,3,1,77
101,FlowableConcatMapMaybeEmptyPerf::flowableDedicated,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,1,3,1,82
102,LatchedSingleObserver<T>::LatchedSingleObserver,src/jmh/java/io/reactivex/rxjava3/core/LatchedSingleObserver.java,1,4,1,25
103,LatchedSingleObserver<T>::onSubscribe,src/jmh/java/io/reactivex/rxjava3/core/LatchedSingleObserver.java,1,2,1,31
104,LatchedSingleObserver<T>::onSuccess,src/jmh/java/io/reactivex/rxjava3/core/LatchedSingleObserver.java,1,4,1,36
105,LatchedSingleObserver<T>::onError,src/jmh/java/io/reactivex/rxjava3/core/LatchedSingleObserver.java,1,4,1,42
106,TakeUntilPerf::accept,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,1,3,1,42
107,TakeUntilPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,3,18,1,47
108,TakeUntilPerf::flowable,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,2,10,1,69
109,TakeUntilPerf::observable,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,2,10,1,83
110,BinaryFlatMapPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,25,87,1,68
111,BinaryFlatMapPerf::singleFlatMapPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,184
112,BinaryFlatMapPerf::singleFlatMapHidePublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,189
113,BinaryFlatMapPerf::singleFlattenAsPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,194
114,BinaryFlatMapPerf::maybeFlatMapPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,199
115,BinaryFlatMapPerf::maybeFlatMapHidePublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,204
116,BinaryFlatMapPerf::maybeFlattenAsPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,209
117,BinaryFlatMapPerf::completableFlatMapPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,214
118,BinaryFlatMapPerf::completableFlattenAsPublisher,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,219
119,BinaryFlatMapPerf::singleFlatMapObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,224
120,BinaryFlatMapPerf::singleFlatMapHideObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,229
121,BinaryFlatMapPerf::singleFlattenAsObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,234
122,BinaryFlatMapPerf::maybeFlatMapObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,239
123,BinaryFlatMapPerf::maybeFlatMapHideObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,244
124,BinaryFlatMapPerf::maybeFlattenAsObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,249
125,BinaryFlatMapPerf::completableFlatMapObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,254
126,BinaryFlatMapPerf::completableFlattenAsObservable,src/jmh/java/io/reactivex/rxjava3/core/BinaryFlatMapPerf.java,1,3,1,259
127,FlatMapJustPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/FlatMapJustPerf.java,1,15,1,39
128,FlatMapJustPerf::flowable,src/jmh/java/io/reactivex/rxjava3/core/FlatMapJustPerf.java,1,3,1,58
129,FlatMapJustPerf::observable,src/jmh/java/io/reactivex/rxjava3/core/FlatMapJustPerf.java,1,3,1,63
130,FlattenRangePerf::setup,src/jmh/java/io/reactivex/rxjava3/core/FlattenRangePerf.java,1,17,1,39
131,FlattenRangePerf::flowable,src/jmh/java/io/reactivex/rxjava3/core/FlattenRangePerf.java,1,3,1,61
132,FlattenRangePerf::observable,src/jmh/java/io/reactivex/rxjava3/core/FlattenRangePerf.java,1,3,1,66
133,OperatorFlatMapPerf::Input::getSize,src/jmh/java/io/reactivex/rxjava3/core/OperatorFlatMapPerf.java,1,3,2,36
134,OperatorFlatMapPerf::flatMapIntPassthruSync,src/jmh/java/io/reactivex/rxjava3/core/OperatorFlatMapPerf.java,1,8,1,43
135,OperatorFlatMapPerf::flatMapIntPassthruAsync,src/jmh/java/io/reactivex/rxjava3/core/OperatorFlatMapPerf.java,3,14,1,53
136,OperatorFlatMapPerf::flatMapTwoNestedSync,src/jmh/java/io/reactivex/rxjava3/core/OperatorFlatMapPerf.java,1,8,1,69
137,RangePerf::setup,src/jmh/java/io/reactivex/rxjava3/core/RangePerf.java,1,5,1,41
138,RangePerf::rangeSync,src/jmh/java/io/reactivex/rxjava3/core/RangePerf.java,1,5,1,50
139,RangePerf::rangeAsync,src/jmh/java/io/reactivex/rxjava3/core/RangePerf.java,3,9,1,59
140,RangePerf::rangePipeline,src/jmh/java/io/reactivex/rxjava3/core/RangePerf.java,3,9,1,72
141,PerfSubscriber::PerfSubscriber,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,1,3,1,26
142,PerfSubscriber::onSubscribe,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,1,3,1,31
143,PerfSubscriber::onComplete,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,1,3,1,36
144,PerfSubscriber::onError,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,1,3,1,41
145,PerfSubscriber::onNext,src/jmh/java/io/reactivex/rxjava3/core/PerfSubscriber.java,1,3,1,46
146,RxVsStreamPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,29,1,50
147,RxVsStreamPerf::range,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,87
148,RxVsStreamPerf::rangeObservable,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,92
149,RxVsStreamPerf::rangeFlatMap,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,97
150,RxVsStreamPerf::rangeObservableFlatMap,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,102
151,RxVsStreamPerf::rangeFlatMapJust,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,107
152,RxVsStreamPerf::rangeObservableFlatMapJust,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,1,3,1,112
153,PerfObserver::PerfObserver,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,1,4,1,25
154,PerfObserver::onSubscribe,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,1,2,1,31
155,PerfObserver::onNext,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,1,3,1,36
156,PerfObserver::onError,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,1,4,1,41
157,PerfObserver::onComplete,src/jmh/java/io/reactivex/rxjava3/core/PerfObserver.java,1,3,1,47
158,JustAsyncPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,19,1,63
159,JustAsyncPerf::subscribeOnFlowable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,109
160,JustAsyncPerf::observeOnFlowable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,114
161,JustAsyncPerf::pipelineFlowable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,119
162,JustAsyncPerf::subscribeOnObservable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,124
163,JustAsyncPerf::observeOnObservable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,129
164,JustAsyncPerf::pipelineObservable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,134
165,JustAsyncPerf::observeOnSingle,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,139
166,JustAsyncPerf::subscribeOnSingle,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,144
167,JustAsyncPerf::pipelineSingle,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,149
168,JustAsyncPerf::observeOnCompletable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,154
169,JustAsyncPerf::subscribeOnCompletable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,159
170,JustAsyncPerf::pipelineCompletable,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,164
171,JustAsyncPerf::observeOnMaybe,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,169
172,JustAsyncPerf::subscribeOnMaybe,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,174
173,JustAsyncPerf::pipelineMaybe,src/jmh/java/io/reactivex/rxjava3/core/JustAsyncPerf.java,1,3,1,179
174,OperatorMergePerf::oneStreamOfNthatMergesIn1,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,16,1,31
175,OperatorMergePerf::merge1SyncStreamOfN,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,15,1,51
176,OperatorMergePerf::mergeNSyncStreamsOfN,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,15,1,69
177,OperatorMergePerf::mergeNAsyncStreamsOfN,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,15,1,86
178,OperatorMergePerf::mergeTwoAsyncStreamsOfN,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,10,1,103
179,OperatorMergePerf::mergeNSyncStreamsOf1,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,3,9,1,115
180,OperatorMergePerf::InputForMergeN::setup,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,2,7,2,135
181,OperatorMergePerf::InputForMergeN::newLatchedObserver,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,1,3,2,143
182,OperatorMergePerf::InputMillion::getSize,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,1,3,2,156
183,OperatorMergePerf::InputThousand::getSize,src/jmh/java/io/reactivex/rxjava3/core/OperatorMergePerf.java,1,3,2,170
184,PublishProcessorPerf::setup,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,1,8,1,39
185,PublishProcessorPerf::unbounded1,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,1,3,1,51
186,PublishProcessorPerf::unbounded1k,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,56
187,PublishProcessorPerf::unbounded1m,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,63
188,PublishProcessorPerf::bounded1,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,1,3,1,70
189,PublishProcessorPerf::bounded1k,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,75
190,PublishProcessorPerf::bounded1m,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,82
191,PublishProcessorPerf::subject1,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,1,3,1,89
192,PublishProcessorPerf::subject1k,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,94
193,PublishProcessorPerf::subject1m,src/jmh/java/io/reactivex/rxjava3/core/PublishProcessorPerf.java,2,5,1,101
